edad,horas_ejercicio_semanal,calorias_diarias,horas_sueno,pasos_diarios
31.72,4.4,2121.03,6.8,11399.61
38.25,3.07,2077.9,6.49,9483.83
31.83,5.73,2186.37,7.65,10451.8
33.06,5.05,2078.68,7.44,8533.93
37.84,4.79,2201.28,7.08,11663.11
35.11,2.89,2242.53,7.01,10464.97
29.25,4.16,2302.37,7.18,13172.02
40.59,4.97,2335.35,7.08,13827.68
33.3,4.47,2151.31,6.68,11221.31
33.71,3.2,2259.93,6.84,10109.48
35.82,3.48,2259.1,7.78,8486.3
37.0,3.64,2239.34,8.07,11447.6
41.28,3.52,2142.46,7.63,10336.46
29.69,5.22,2076.63,7.19,10860.86
37.64,2.46,2260.24,6.86,12767.66
37.38,4.52,1995.18,6.68,8680.92
34.56,2.97,2167.86,6.71,8521.11
37.52,3.23,1893.56,6.78,9621.72
37.99,2.39,2039.63,7.86,11313.92
30.58,3.56,2094.74,7.72,10887.79
40.6,5.21,2331.61,7.3,8566.9
30.01,4.21,2282.57,6.62,11210.48
31.37,3.04,2133.53,7.36,8078.06
34.16,4.81,2287.52,6.9,8659.61
41.16,4.99,2306.51,6.14,9815.27
34.01,4.08,2180.72,7.11,9114.51
34.9,5.63,2033.87,6.66,11423.78
39.58,4.66,2175.05,6.68,10458.21
34.04,4.55,2188.25,6.9,12824.9
31.23,3.36,2052.11,6.8,9604.5
33.66,4.5,2244.05,6.99,9804.48
39.39,4.17,2233.58,6.97,11936.61
35.23,4.42,2253.41,6.25,9854.53
41.18,3.45,2233.47,7.61,12390.41
37.36,4.1,2287.58,6.61,10865.33
32.94,3.35,2178.48,6.62,6235.54
35.16,2.28,2224.21,6.87,11884.11
32.27,4.8,2152.27,6.96,11460.36
32.86,2.8,2129.86,7.58,11522.13
49.33,4.09,2360.59,7.11,6942.43
38.26,4.27,1954.75,7.23,8939.22
37.76,4.26,2305.21,7.11,9058.07
33.01,3.77,2125.54,7.09,8654.21
40.02,4.22,2110.0,7.12,12787.08
38.52,4.38,2231.39,6.23,9981.17
41.02,4.59,2021.25,6.9,9941.5
40.87,5.39,2102.08,7.46,10883.21
30.27,4.19,2098.1,8.58,10910.88
31.45,4.05,2173.43,6.52,4664.17
31.79,3.27,2103.5,7.17,8965.83
31.98,4.35,2392.13,6.77,7739.54
36.04,4.53,2415.64,7.82,10640.49
33.19,3.85,1957.36,6.46,9537.77
41.63,4.44,2265.32,7.25,10024.62
41.09,3.77,2303.04,6.44,6674.37
34.98,4.54,2265.16,6.87,9504.24
41.26,4.73,2121.03,6.99,11784.21
39.76,4.72,2170.71,7.43,12255.12
33.56,4.09,2110.21,6.57,11150.18
28.57,3.17,2149.57,7.27,7863.26
34.3,3.51,2054.8,7.01,12015.04
32.94,4.48,2186.23,7.11,11158.4
35.66,5.96,2019.66,7.38,9812.5
35.29,3.73,2175.98,6.49,6759.94
35.2,4.36,2050.17,7.32,11525.75
36.68,3.56,2224.82,6.77,9052.53
31.12,3.22,2118.47,7.44,10553.87
36.32,3.46,2234.87,7.13,10109.43
33.59,2.33,2329.79,6.92,12461.43
35.64,5.08,2390.73,6.76,9799.41
38.06,2.22,1896.64,7.33,9975.82
31.08,3.79,2099.9,7.5,12525.78
34.1,3.06,2163.63,6.79,8946.84
34.62,3.29,2255.24,6.55,11302.92
33.35,5.1,2001.96,7.28,9682.21
37.88,4.16,2082.15,6.42,8395.93
32.69,3.23,2215.64,6.48,10001.86
33.22,3.53,2210.19,6.57,11106.73
32.73,3.39,2245.31,6.83,12165.94
38.49,3.97,2253.24,6.47,12359.51
33.42,4.14,2240.63,6.22,9528.38
36.47,5.52,2223.24,6.55,8420.4
41.32,2.47,2206.69,7.26,9490.02
34.76,3.97,2279.77,6.49,8109.55
38.56,3.75,1931.28,6.86,9652.18
40.35,4.76,2385.32,7.78,9453.34
38.29,4.28,1935.46,6.98,11163.98
34.95,4.47,2070.5,7.14,6470.5
37.05,4.28,2172.79,6.62,8826.23
30.88,3.25,2280.71,7.87,8839.17
32.5,4.97,1840.57,6.78,11899.4
33.07,4.64,2196.63,6.91,8217.85
42.17,4.73,2295.09,7.53,10362.65
32.4,5.01,2319.34,6.93,9794.99
32.35,4.33,2116.32,7.02,11668.87
31.66,5.18,2163.9,6.89,10953.33
36.79,4.3,2126.06,6.89,10193.99
35.46,3.82,2152.88,7.15,9112.53
38.48,3.99,2076.18,7.22,7036.25
37.15,3.98,2093.29,6.74,10395.34
30.58,3.58,2252.13,6.69,10848.78
32.42,5.31,2215.79,6.76,7480.21
39.37,4.24,2258.99,6.44,8026.09
34.35,4.08,2225.68,6.36,10403.73
38.8,4.31,2284.52,7.12,10542.63
34.52,6.38,2305.39,7.38,8414.96
31.9,3.09,1990.99,7.35,9081.5
34.03,3.32,2097.48,6.05,7061.62
31.9,2.9,2172.23,6.9,12203.62
33.19,3.81,2197.28,6.56,7920.2
35.64,4.2,2119.59,7.06,10867.62
36.64,3.63,2309.44,6.83,9944.06
29.91,3.57,2437.59,7.24,12063.35
34.94,4.11,2222.34,6.99,8732.39
33.12,3.6,2210.12,6.24,10098.0
32.93,4.25,2301.93,6.61,7282.52
35.42,4.89,1976.1,7.0,6898.36
33.24,4.54,2203.42,7.04,10954.13
39.42,4.7,2317.48,6.44,7143.96
38.8,4.87,2122.82,6.39,9634.85
38.78,4.23,2052.81,7.02,11618.07
33.42,3.87,2177.7,6.44,11194.7
31.92,3.38,2192.72,6.33,8936.66
35.26,3.69,2090.96,6.82,7458.39
34.52,3.58,2451.54,6.8,10815.19
33.05,4.59,2142.56,6.65,12147.61
31.24,4.28,2061.56,6.72,8940.42
34.87,4.56,2188.77,7.01,8714.7
33.71,3.07,2308.94,6.71,9160.16
37.2,5.15,2202.09,7.03,10914.57
37.13,3.66,2258.27,6.85,11965.63
38.52,3.12,2095.42,7.07,8016.63
30.97,3.65,2378.52,7.35,7602.75
36.28,5.99,2267.41,7.34,13743.99
32.67,3.69,2325.72,7.52,9716.28
31.09,3.74,2243.82,7.34,10404.63
33.63,3.85,2298.99,7.1,8892.91
38.42,3.88,2095.23,6.83,10783.94
33.81,3.37,2141.03,6.84,11536.1
40.01,4.11,2361.58,6.65,10479.67
36.76,4.86,2387.17,7.0,12785.37
33.74,4.25,2062.35,7.28,9477.21
38.71,3.11,2229.97,6.71,9579.39
36.43,3.72,2148.29,6.99,10370.25
32.02,3.56,2116.36,6.73,10743.94
40.95,4.04,2234.18,7.08,10364.72
35.83,5.06,2336.92,6.78,7944.94
35.06,3.88,2254.2,6.7,10500.02
32.26,3.93,2161.66,6.73,9401.32
38.77,5.42,2261.78,7.2,9070.44
36.66,4.7,2156.8,6.96,10051.97
37.01,4.46,2249.45,6.83,8461.56
33.38,5.57,2367.58,7.1,8183.37
37.67,4.39,1950.74,6.83,5815.25
37.92,2.41,2295.67,7.45,12795.58
32.86,4.67,2015.31,6.61,10889.17
30.47,2.73,2347.4,6.93,9813.18
36.86,4.36,2123.56,6.44,8932.44
29.97,2.63,2053.88,6.86,5398.35
35.49,3.63,2283.43,6.33,8834.35
33.57,3.71,2243.7,7.3,11145.39
38.9,3.38,2080.1,7.31,11507.48
33.74,3.72,2049.64,7.31,11027.67
38.54,4.83,2177.5,7.01,10253.43
33.35,3.43,2055.51,6.65,12086.2
38.2,4.44,2072.62,6.68,9474.34
41.59,3.23,2213.87,7.61,11736.3
31.58,3.85,2084.1,7.57,9384.67
35.93,4.26,2251.18,7.05,8590.17
43.8,3.2,2378.82,6.79,8390.86
35.21,2.95,2182.17,7.55,8296.81
35.2,4.39,2215.62,6.72,11054.51
37.52,4.9,2442.17,7.09,8811.61
35.13,3.94,2057.49,7.54,8347.15
29.54,3.63,2342.95,6.67,11141.98
38.62,4.12,2328.5,7.33,10524.75
28.59,4.04,2302.52,7.21,11540.15
33.67,4.19,2355.01,6.98,10820.16
38.86,1.98,2233.67,6.6,8795.02
33.86,3.14,2130.05,6.71,10121.76
32.78,3.32,2331.35,7.12,10200.21
37.81,4.12,2335.94,6.43,8529.35
32.28,4.15,2332.64,7.05,8232.6
31.09,4.51,2205.34,7.22,8910.85
35.88,4.21,2114.06,7.39,13258.53
34.41,2.96,2222.96,6.44,9339.61
31.02,5.16,2313.07,7.53,11972.59
37.04,5.02,2322.92,7.68,9250.14
36.49,2.99,2148.44,7.16,11422.14
33.85,4.27,2237.84,6.58,11443.99
34.07,3.52,2042.95,6.87,11524.14
36.51,4.11,2318.19,6.98,10620.52
38.81,4.84,2106.0,7.11,12203.79
34.1,5.7,2294.23,7.01,10605.37
37.1,4.6,2062.08,7.11,12741.65
36.81,4.24,2323.77,6.96,7408.13
29.39,7.51,2796.36,7.9,7657.25
29.13,4.98,2980.98,6.97,7572.4
24.25,4.69,3173.07,6.68,11850.81
30.32,4.48,3010.3,7.29,12728.83
22.04,5.38,3140.86,7.22,7142.24
25.38,5.39,2911.18,5.54,7662.01
20.0,5.95,2878.51,6.8,11285.05
34.23,4.07,3127.33,6.6,10067.04
27.07,4.69,3055.39,7.0,10352.86
36.67,7.03,2822.16,6.7,10793.2
31.21,5.22,2879.87,6.76,8518.54
29.79,4.83,3234.69,6.37,9659.94
25.66,4.06,2861.32,7.17,9504.38
23.81,5.51,3140.15,7.63,7283.02
30.09,6.03,2928.27,6.38,9630.18
27.71,5.87,2999.52,6.1,11475.42
22.64,4.74,3044.19,6.81,8331.73
21.93,5.36,2684.85,6.79,9305.14
24.17,6.67,2780.59,7.39,9413.42
35.28,6.07,3012.95,6.19,8430.67
36.85,4.22,2891.35,6.53,10353.8
28.82,2.45,3149.49,5.73,7639.87
28.6,5.3,2759.08,7.49,11665.29
26.65,5.8,3084.79,6.93,10252.41
24.26,3.91,2793.57,6.57,7126.46
33.5,4.99,2947.18,6.14,12396.02
35.49,4.74,2840.34,6.18,9336.2
24.43,5.1,3285.36,7.01,7554.1
27.67,4.46,2799.08,6.25,11209.11
26.2,6.29,2981.69,6.85,9989.34
26.32,5.15,2740.97,7.82,5456.08
32.74,4.12,3239.94,6.63,7948.68
22.75,5.92,3060.19,6.32,9558.19
29.87,3.74,3020.55,6.99,4680.87
30.91,6.28,3221.15,6.19,9170.14
27.43,5.99,3022.11,7.66,9315.96
31.57,6.39,3032.94,7.5,6633.02
28.59,4.84,3019.76,6.72,9541.29
32.87,4.5,3084.55,6.35,9014.93
21.91,5.08,2926.13,6.59,6617.41
26.6,4.92,2967.86,6.65,10839.12
27.71,4.35,3121.55,6.99,10675.71
17.31,4.45,3041.61,7.32,8420.53
23.66,4.63,2982.86,6.28,8602.84
24.75,3.83,2789.92,7.31,10452.53
31.79,5.68,3224.71,7.11,8598.67
25.17,4.95,2900.78,6.55,5138.18
24.73,4.69,3148.09,6.26,9973.87
31.27,3.89,3026.36,6.86,7373.48
21.53,3.84,2805.98,6.27,8220.31
19.72,6.94,3187.84,7.31,11915.74
26.55,4.37,3038.18,6.24,8732.04
22.21,5.61,3200.3,7.07,9003.47
22.36,5.16,2972.64,6.76,10019.33
30.29,2.22,3105.61,6.52,10010.67
31.5,6.79,2735.62,6.75,7161.6
31.16,5.68,2924.97,7.34,8879.4
32.44,4.23,2809.05,6.2,9072.31
32.96,4.97,2943.78,6.59,9544.05
19.49,3.85,3070.77,6.42,9578.44
29.8,6.83,2909.31,6.78,14174.88
25.88,4.09,3129.58,6.46,6648.28
25.01,4.48,2871.51,5.92,10960.18
30.24,4.27,3132.79,6.27,11366.75
21.08,5.08,3196.46,7.62,9985.57
21.0,6.37,3152.03,6.92,7699.37
30.53,6.79,2948.37,6.91,12329.34
29.95,4.6,2681.18,6.66,4616.03
28.55,5.38,3087.33,6.77,7633.47
24.48,5.08,2981.21,6.59,11343.36
30.98,4.02,2853.24,7.06,8259.78
30.72,7.42,2916.56,6.85,12192.93
28.34,6.36,3215.16,6.21,5976.39
23.29,5.19,2829.4,6.93,6775.8
26.3,6.58,3070.25,5.57,7936.72
31.35,6.21,3032.69,7.01,9834.8
33.31,5.08,2946.39,6.1,8555.96
26.69,5.33,3096.68,6.75,8019.2
27.0,6.51,3244.84,6.2,11840.79
27.35,4.05,2955.6,6.8,12026.89
29.1,6.67,2963.52,7.09,8171.24
25.68,4.77,3093.31,7.55,5580.46
16.42,6.52,3137.74,6.03,4685.03
32.77,4.99,2980.84,7.29,9478.58
35.18,5.34,2954.19,6.87,10311.91
25.55,4.97,2667.35,6.57,9126.0
23.73,4.47,2883.3,7.18,8858.18
27.45,4.73,2829.1,6.68,7390.91
27.25,6.38,3102.69,7.16,10309.96
31.98,2.69,2963.41,6.3,12356.37
28.22,3.76,2957.55,6.48,4566.24
24.83,4.27,2998.64,7.27,8845.0
22.73,3.92,2869.47,7.54,7059.3
31.46,6.51,3232.99,6.78,6019.07
30.4,6.26,3194.73,5.41,6740.05
32.24,5.59,3242.72,6.7,9759.35
24.13,4.36,3102.51,6.82,9809.92
35.35,6.34,2995.58,6.68,11920.58
21.03,3.41,3242.21,6.97,9017.56
30.84,7.14,2897.85,6.56,5483.56
20.36,4.32,2869.32,7.22,8523.66
24.84,4.74,2909.77,6.22,6227.24
34.24,4.57,3078.43,7.42,6586.41
31.33,3.93,2885.68,7.58,10161.12
25.82,6.93,2976.69,6.34,9388.36
25.92,5.79,2759.72,6.34,10175.13
28.4,6.22,3072.16,7.01,8285.01
30.06,3.78,2772.43,6.21,10581.06
33.01,5.18,2860.18,6.55,8173.19
26.18,5.52,3182.58,7.35,11233.37
21.55,5.27,3177.05,7.17,9689.28
28.63,3.84,3056.15,7.79,8586.01
26.17,6.08,3041.35,6.89,9424.19
22.8,5.12,2920.36,6.49,8964.28
29.19,4.05,2884.06,6.83,12192.21
27.15,3.14,2945.66,6.72,9490.88
29.23,5.61,2772.95,6.73,8996.77
24.42,7.45,3037.87,6.79,8523.02
29.95,3.98,3007.32,6.33,10686.37
22.73,5.17,2859.99,6.94,10415.83
24.69,6.11,3235.3,6.1,8452.32
27.03,3.73,3091.04,6.44,6688.72
34.97,4.52,3103.78,6.74,7196.06
31.14,4.14,2926.9,5.67,8631.67
32.31,5.98,2999.8,7.18,11697.86
33.67,6.33,3094.11,5.77,8499.65
42.41,5.16,3022.92,7.13,7811.75
28.17,4.16,3240.29,6.15,5478.56
33.68,4.56,2969.43,6.6,12027.08
32.05,4.37,2924.32,7.06,10138.06
31.98,4.02,3095.14,7.9,10592.02
35.1,4.9,2810.3,6.86,10923.38
26.32,5.57,3138.64,5.81,8670.54
26.01,5.49,2804.89,7.28,9169.18
29.28,4.99,3095.79,6.68,11977.2
27.27,5.06,2902.76,6.83,9359.16
29.27,4.92,3071.49,7.08,10175.05
34.25,3.7,3136.1,5.69,10741.1
26.09,5.16,3023.01,6.8,10285.86
26.78,4.42,2820.06,6.6,8743.66
28.7,3.65,2865.48,7.41,8932.23
27.09,5.37,2890.7,7.16,10555.28
20.34,4.39,2715.75,5.99,10552.01
25.68,5.23,3169.12,7.43,11336.47
30.75,5.85,3016.52,7.02,10102.19
33.75,4.05,2829.67,6.03,10193.21
23.38,5.09,3218.35,6.83,8107.53
23.36,3.19,2894.8,7.32,7837.7
28.12,6.53,3037.59,6.19,10561.26
19.7,3.64,2876.21,7.49,7851.63
26.22,4.49,2697.26,6.04,8958.6
21.06,6.34,2795.33,6.4,11758.05
33.48,4.77,2932.73,6.33,11441.14
24.92,3.8,3134.74,7.49,9603.58
34.61,5.71,3051.98,6.55,8407.72
32.45,5.69,3021.03,6.22,8753.24
25.41,4.37,2698.5,7.02,10735.32
23.71,4.48,3190.51,7.13,8927.0
27.23,4.56,3033.55,7.13,7883.44
27.58,4.79,2982.09,6.66,11431.55
29.38,3.11,3169.86,6.93,9363.2
24.89,4.82,3187.12,6.47,7845.49
30.99,6.78,3173.19,7.64,9957.88
29.06,4.1,2962.94,7.37,10942.44
26.64,4.42,2849.48,7.34,6984.65
25.15,3.82,3148.34,7.2,8599.09
27.26,5.61,2795.24,7.06,8506.63
24.73,6.2,3292.09,6.18,9904.57
28.23,6.18,3004.2,7.12,10264.02
28.34,3.75,2840.87,6.86,7897.05
29.05,5.5,2815.22,7.43,6014.5
35.06,6.43,2808.36,7.2,11063.6
27.47,5.51,3021.05,7.08,6760.11
32.02,5.48,2999.04,5.96,9542.37
28.92,4.53,2814.61,6.76,8736.04
27.05,5.22,2946.53,6.52,9324.89
27.52,6.24,2794.81,6.93,12302.47
27.76,5.33,3088.4,6.59,15076.56
29.12,3.75,2991.81,6.66,5733.13
24.16,4.54,2943.24,7.03,10967.81
22.14,6.21,2806.78,6.58,8687.5
30.62,5.32,2954.98,6.86,11095.71
31.59,5.12,2937.79,6.04,10914.53
30.98,4.45,3047.66,6.38,11819.49
28.62,6.19,3025.05,7.13,9569.93
31.07,6.66,3118.81,6.18,7220.85
30.85,6.26,2927.31,7.42,10855.3
31.15,6.44,2720.94,7.29,9236.0
24.56,4.64,3148.66,6.67,8532.31
23.61,4.5,2859.6,8.3,8047.55
26.45,4.84,2833.96,7.42,11012.67
27.93,5.04,2993.53,6.33,12206.74
27.03,6.43,3045.34,7.17,6609.29
20.49,6.17,2920.37,6.83,10243.9
34.89,5.54,2919.2,6.41,8255.23
26.9,3.57,2941.35,6.27,6065.46
28.69,3.31,3212.48,7.3,9295.41
32.98,5.24,2999.6,6.5,7333.72
18.62,5.88,2854.81,6.75,5844.49
25.95,4.92,2856.33,6.34,7436.52
26.45,6.91,2962.37,6.43,6944.45
26.65,3.92,3035.68,6.74,7706.63
27.31,3.79,3072.6,6.99,6348.23
33.79,4.34,3018.62,5.51,8209.72
30.69,4.3,2873.72,6.81,7573.5
31.83,5.53,2936.41,6.43,9751.23
28.19,4.58,3110.09,7.5,10187.08
22.4,3.45,2828.09,8.27,9520.3
19.68,5.89,2930.14,6.62,8529.11
21.88,3.24,3089.62,5.94,8475.14
29.44,3.93,3131.29,6.86,7325.85
28.13,3.38,2971.06,6.7,7374.01
27.16,5.21,2938.32,7.79,10407.21
26.53,5.19,2801.68,7.63,5480.59
36.05,6.92,3078.85,7.23,8838.55
24.71,5.91,3197.82,6.51,8352.94
31.71,6.44,3384.77,7.14,10198.26
28.01,5.29,3057.97,6.93,6149.98
27.76,4.02,2992.37,6.92,9024.96
32.71,5.13,2862.03,6.02,9685.97
33.85,5.59,2718.17,7.33,5190.54
27.04,5.7,3026.54,6.85,6851.34
31.2,4.53,3352.55,6.75,8816.42
29.46,5.49,3190.62,6.5,10028.29
28.03,4.07,3167.48,6.4,9365.0
28.82,3.96,3036.84,6.96,10120.91
25.25,3.88,3053.93,5.93,6841.25
26.78,5.02,2636.44,7.19,5822.5
25.68,3.82,3114.38,6.27,9169.01
31.61,4.58,2913.1,5.77,6541.29
27.62,5.9,2894.74,7.71,7269.36
22.81,3.97,2951.51,6.37,10864.56
25.11,4.5,2946.45,6.44,9378.2
15.2,5.07,2892.35,7.37,7863.71
26.02,5.25,3002.08,7.73,7603.94
28.15,4.5,2916.26,6.03,10241.84
27.46,5.79,3015.05,6.32,9423.94
35.92,5.59,2776.92,6.36,6570.89
30.3,6.14,2967.89,7.27,5104.35
30.12,4.92,2835.56,7.62,12763.6
21.43,4.49,2903.78,6.26,6555.04
26.54,4.32,3021.51,7.51,10055.39
26.05,5.31,2759.4,6.45,12021.39
24.86,4.62,2876.64,6.97,9295.2
24.8,4.43,3085.34,6.16,7799.13
20.77,4.55,2788.02,6.74,6147.9
22.9,4.32,3266.68,6.74,6119.98
31.5,5.2,3180.66,6.64,9753.39
27.43,3.59,2925.82,6.99,11901.95
25.97,5.3,2881.92,6.3,8209.08
27.98,5.68,3030.29,6.36,7888.56
32.67,4.42,2782.88,7.02,10394.96
28.02,6.92,2699.68,7.47,7628.11
30.16,5.02,2931.1,6.79,9548.97
24.61,3.44,2979.89,7.05,9083.6
25.53,4.72,3014.16,7.18,8181.06
29.42,5.06,2907.79,7.22,8968.92
35.57,5.45,3191.09,6.32,12526.3
33.72,4.74,2775.73,6.41,10209.07
30.33,3.99,2829.26,6.45,11185.0
28.61,3.91,3073.0,7.76,7162.61
33.6,4.35,2825.75,7.05,11191.87
31.18,4.44,2819.95,7.03,10278.04
18.83,3.87,3018.5,6.98,6000.81
23.78,4.27,2841.97,6.14,10079.58
29.35,5.66,2980.04,7.77,7973.45
20.85,6.65,2895.02,7.04,5908.39
24.41,5.76,2870.75,7.16,9259.55
25.2,6.31,2684.65,5.92,10078.09
26.98,5.97,3020.93,7.19,9303.22
26.85,5.83,2812.92,6.62,8781.72
26.84,4.66,2974.76,6.14,8338.83
31.3,5.14,2923.18,6.32,13933.18
26.94,4.58,2969.02,6.17,6634.86
26.46,4.78,2977.55,6.16,10745.84
22.6,5.07,3029.04,6.83,9030.85
32.1,5.71,2890.84,6.61,7291.07
25.31,5.42,3186.4,6.97,8903.2
23.65,4.84,2722.89,7.64,6214.13
28.85,5.06,2966.01,6.74,7809.02
24.93,5.43,3125.43,5.68,8906.13
25.9,5.67,3071.52,6.68,5897.77
29.03,3.48,2853.77,7.4,10012.77
26.69,3.92,2878.76,6.76,7072.48
37.25,6.11,2848.98,7.56,6096.56
27.7,4.94,3089.88,7.03,6839.16
30.47,4.58,2889.01,5.88,13351.91
20.23,4.74,3038.27,6.85,5043.87
24.56,4.74,3039.65,6.95,9872.25
23.65,5.56,3355.26,7.34,7496.73
24.18,3.89,3046.99,7.71,8299.74
29.66,5.02,2878.33,7.25,10207.86
32.14,5.25,2780.98,7.02,10109.64
29.38,5.4,2958.62,7.14,7638.61
27.09,5.22,2982.14,6.72,6284.35
25.48,5.52,2668.4,6.07,10244.28
32.45,4.43,2892.92,6.82,10104.75
36.29,4.06,3044.6,6.98,8430.06
28.54,7.46,2920.15,6.2,9883.89
31.76,4.7,3145.29,7.46,8108.34
29.37,4.82,2766.25,7.3,7345.92
31.02,5.68,3101.53,6.11,9007.92
23.34,6.6,3137.08,7.48,10038.07
26.05,4.46,3143.47,6.65,9618.5
29.58,4.0,2765.12,6.41,10018.33
32.85,3.76,3047.18,7.34,7478.84
24.73,6.59,2899.69,6.77,12163.76
19.87,3.96,2789.08,7.75,8315.24
26.01,4.97,2937.92,6.37,8762.17
32.04,4.02,2864.25,5.93,6362.69
21.66,3.55,3138.11,6.66,8612.29
23.29,4.71,3076.96,7.19,10064.48
28.62,4.06,2827.13,6.34,10525.02
27.54,4.31,2891.37,6.13,12123.88
30.38,7.01,2942.9,6.91,10040.47
23.09,5.42,2989.14,6.07,9553.83
26.7,5.93,3150.96,6.95,8107.41
32.78,5.82,3103.62,6.63,7676.52
23.23,4.9,3007.71,7.05,10940.5
33.91,4.56,2960.9,6.11,10902.14
23.73,5.25,2734.0,7.45,6845.97
31.4,5.17,3193.8,6.71,10446.19
26.51,4.43,2932.94,7.18,10300.77
23.42,5.13,3233.23,7.28,6772.38
26.01,4.29,3029.42,6.22,10080.91
30.18,4.83,3303.79,7.24,6900.91
27.97,4.66,3090.95,6.09,4141.41
32.47,3.73,2785.2,6.11,8679.8
33.74,2.65,2907.84,7.78,9515.63
23.27,4.06,2974.63,7.36,8769.86
22.97,6.8,2868.93,7.84,14734.21
22.78,4.69,2943.44,6.61,9757.7
24.4,5.78,2794.96,6.85,9294.28
32.42,2.88,3000.86,7.06,9859.18
30.24,3.99,3035.61,6.79,8117.36
25.82,3.65,2849.38,6.43,10858.96
27.96,4.8,3291.04,6.35,9722.0
33.62,7.42,3009.53,6.91,9630.34
35.63,5.46,2877.49,6.27,7751.76
29.04,6.7,2755.57,6.25,5871.34
17.36,4.75,3008.99,7.0,7997.23
29.19,6.36,2960.93,6.75,9565.27
31.74,7.07,3117.46,7.27,8110.6
28.9,4.89,2978.49,6.59,9583.45
30.91,4.46,2820.94,6.51,8535.28
29.43,3.68,3250.61,7.01,9861.16
23.06,4.69,3065.34,6.39,7046.35
24.46,5.08,2961.88,6.47,9385.78
26.72,7.03,3024.7,6.49,7718.09
32.26,3.71,3071.11,6.7,5923.43
24.94,5.06,2785.67,7.69,8669.69
29.82,3.19,3023.65,6.11,12072.64
29.21,4.57,2932.48,7.45,6082.85
34.34,5.31,3076.09,7.17,9238.78
27.83,5.51,2888.97,7.58,10595.15
20.98,5.59,2909.29,8.37,13600.06
30.59,5.4,3249.43,7.52,8014.13
36.55,5.58,3184.64,7.26,7736.0
30.85,5.05,2505.67,6.14,6666.62
24.85,3.95,3173.51,6.21,11281.03
23.67,3.15,2988.95,6.98,7265.17
24.19,4.45,2893.77,5.95,8258.81
36.01,4.87,2848.92,7.11,5302.12
26.69,6.25,2857.63,5.73,10767.94
25.35,4.9,2898.01,7.38,11316.52
27.37,4.8,2830.93,6.64,10691.55
26.73,5.39,2796.81,6.86,5789.35
34.27,4.73,2843.94,6.43,10214.3
23.94,5.81,3048.51,5.85,5654.66
32.72,6.98,3007.51,7.42,9116.08
28.49,7.19,3083.38,7.47,9410.16
32.83,5.1,2990.04,6.62,9620.37
34.33,5.34,2804.0,7.13,10069.27
28.34,6.58,3074.17,6.6,8983.93
26.74,4.85,2849.3,6.94,5075.14
28.26,5.68,3096.99,7.18,10070.24
27.62,3.86,2825.11,7.08,9195.22
21.37,4.69,2896.88,7.47,7194.76
34.21,6.16,2945.79,7.06,5861.21
28.98,4.28,3101.16,6.81,12080.04
23.35,4.87,3026.4,6.42,11462.6
19.73,3.43,3003.0,6.56,10411.91
18.69,7.01,3282.85,7.21,7647.4
31.08,6.26,2724.45,6.05,3966.01
25.52,5.19,2844.24,7.35,10529.36
26.18,5.51,2837.82,6.66,9733.37
29.95,5.4,2734.4,6.39,8250.68
25.94,6.38,2892.07,6.25,11249.61
30.19,4.48,3103.17,7.14,10696.0
28.38,5.73,2911.25,6.79,9352.19
27.66,6.08,2950.05,7.59,9070.12
21.71,6.22,2741.62,6.17,9101.94
24.72,2.74,2880.52,6.51,10359.88
30.41,4.4,2930.75,6.75,7285.05
25.27,3.98,3096.36,6.42,9851.97
32.82,5.15,2748.76,6.8,7158.82
37.39,2.98,2931.75,6.96,11673.11
30.63,2.95,3163.02,7.04,10064.26
33.97,7.17,2933.24,7.55,7623.54
30.88,5.62,2682.67,6.15,9161.19
25.86,5.12,3191.88,6.97,7292.43
28.8,5.36,3110.23,6.48,12008.23
36.05,5.15,3130.41,7.02,12245.75
25.91,6.0,2738.43,7.02,10392.45
23.84,4.37,3226.87,6.31,12113.31
23.46,5.19,2884.01,6.35,9303.59
27.13,5.23,2923.58,7.06,10527.03
23.99,3.95,2894.58,6.81,11449.45
34.7,6.28,3142.04,6.69,8988.51
28.87,4.55,2973.03,7.13,9142.21
31.89,6.02,3072.26,7.17,10867.31
26.81,5.11,3011.39,6.54,10293.0
23.44,6.63,2985.74,6.37,7489.08
22.76,3.96,2857.98,6.17,4626.34
24.37,3.92,3271.82,6.82,8648.94
29.39,4.09,2780.49,6.09,4806.17
30.08,5.13,3061.84,6.85,7017.97
30.41,6.54,3056.5,7.41,7251.43
22.05,6.59,3173.15,6.62,7862.72
28.0,2.69,3208.21,6.53,10640.88
23.9,5.25,2979.39,7.8,11075.36
29.61,1.79,3079.56,7.55,10017.48
29.92,5.8,3264.73,6.42,10265.01
23.31,6.12,2990.22,6.87,10312.24
31.87,4.96,2840.03,6.96,4006.34
37.36,5.08,2942.33,6.9,9020.4
31.34,5.07,2804.3,7.71,5407.08
27.35,4.22,3055.77,6.84,10018.28
26.73,5.43,3159.67,6.92,4813.78
27.16,4.77,2981.84,7.14,8639.12
24.96,5.93,2756.86,7.39,10095.54
29.01,4.89,3153.25,7.27,6764.48
23.45,4.14,2733.56,7.07,10923.43
20.44,3.46,2768.11,6.02,10013.24
28.88,3.14,2973.25,6.56,9761.65
28.08,6.31,3037.77,7.21,10396.0
25.72,4.54,3063.34,6.93,8281.6
22.87,5.34,2990.08,7.21,9303.84
