ID,Superficie_m2,Habitaciones,Baños,Antiguedad,Ubicacion,Estacionamientos,TieneTerraza,PrecioVenta
2963,58,5,4,64.0,Media,1.0,Sí,45325.0
2964,100,1,3,79.0,Media,3.0,Sí,19319.0
2965,169,1,3,53.0,Media,3.0,Sí,39376.0
2966,101,5,3,49.0,Alta,,No,113314.0
2967,111,5,2,0.0,Baja,0.0,Sí,103090.0
2968,86,2,1,9.0,Media,2.0,Sí,28933.0
2969,139,6,3,42.0,Media,3.0,Sí,69977.0
2970,107,2,2,10.0,Baja,2.0,Sí,43153.0
2971,127,6,2,19.0,Media,3.0,Sí,57015.0
2972,86,6,3,14.0,Alta,1.0,No,117080.0
2973,154,6,4,19.0,Media,0.0,Sí,110638.0
2974,95,5,1,11.0,Alta,0.0,Sí,89721.0
2975,151,1,4,50.0,Media,0.0,No,43144.0
2976,70,1,4,32.0,Alta,0.0,Sí,41489.0
2977,171,1,2,41.0,Baja,3.0,No,12492.0
2978,111,3,1,73.0,Media,3.0,No,46047.0
2979,111,6,3,44.0,Media,0.0,Sí,67375.0
2980,128,1,2,45.0,Media,0.0,Sí,39195.0
2981,84,3,2,73.0,Media,3.0,No,69948.0
2982,128,2,4,78.0,Media,0.0,Sí,26173.0
2983,141,6,2,44.0,Media,3.0,No,18301.0
2984,143,3,1,1.0,Media,0.0,Sí,82470.0
2985,119,6,2,71.0,Baja,2.0,Sí,27071.0
2986,95,2,4,70.0,Baja,0.0,No,-6318.0
2987,121,3,4,79.0,Baja,2.0,Sí,41308.0
2988,190,6,1,66.0,Alta,2.0,No,80823.0
2989,77,1,4,27.0,Media,3.0,No,27563.0
2990,163,1,2,77.0,Media,3.0,No,41485.0
2991,86,6,2,38.0,Media,1.0,No,-10393.0
2992,72,6,3,69.0,Baja,3.0,Sí,47138.0
2993,83,5,3,71.0,Alta,0.0,Sí,68243.0
2994,121,2,1,3.0,Media,2.0,Sí,51730.0
2995,76,1,1,53.0,Alta,2.0,Sí,50599.0
2996,152,6,3,77.0,Baja,2.0,Sí,44362.0
2997,157,1,4,32.0,Baja,,No,339194.0
2998,105,5,1,62.0,Media,0.0,No,13522.0
2999,125,3,2,74.0,Alta,1.0,No,30455.0
3000,75,5,2,30.0,Alta,2.0,No,67203.0
3001,127,1,2,66.0,Baja,1.0,Sí,33896.0
3002,142,5,3,35.0,Baja,1.0,No,93537.0
3003,141,4,1,32.0,Baja,3.0,Sí,3842.0
3004,107,2,3,62.0,Alta,1.0,Sí,58677.0
3005,153,6,3,49.0,Alta,0.0,No,63897.0
3006,93,2,4,42.0,Baja,0.0,Sí,4004.0
3007,110,4,3,58.0,Media,3.0,No,45732.0
3008,177,1,1,25.0,Media,1.0,Sí,55217.0
3009,106,1,1,28.0,Media,1.0,Sí,34201.0
3010,163,4,2,11.0,Baja,3.0,Sí,51025.0
3011,30,2,1,22.0,Media,0.0,Sí,70258.0
3012,48,1,4,0.0,Alta,1.0,No,89312.0
3013,159,2,3,10.0,Baja,1.0,Sí,83774.0
3014,205,5,4,79.0,Media,3.0,Sí,45871.0
3015,121,5,4,24.0,Media,0.0,Sí,54986.0
3016,157,2,3,43.0,Media,0.0,Sí,94471.0
3017,81,2,3,65.0,Media,2.0,No,73822.0
3018,42,5,3,72.0,Media,3.0,Sí,64464.0
3019,101,3,3,56.0,Media,2.0,Sí,50630.0
3020,176,4,3,47.0,Media,3.0,Sí,91309.0
3021,114,2,1,22.0,Media,3.0,Sí,49326.0
3022,106,3,4,3.0,Alta,2.0,Sí,87230.0
3023,93,1,1,29.0,Media,2.0,Sí,70914.0
3024,89,1,2,72.0,Media,3.0,Sí,21816.0
3025,138,1,4,3.0,Alta,1.0,No,33385.0
3026,133,5,2,15.0,Alta,2.0,Sí,76980.0
3027,157,4,2,6.0,Alta,1.0,Sí,78404.0
3028,73,2,3,56.0,Baja,2.0,No,20242.0
3029,106,5,1,52.0,Media,1.0,No,19269.0
3030,78,2,3,9.0,Alta,0.0,Sí,70516.0
3031,154,2,2,65.0,Media,1.0,Sí,8925.0
3032,166,4,4,6.0,Alta,3.0,Sí,106450.0
3033,138,4,3,47.0,Media,0.0,Sí,53166.0
3034,48,1,4,79.0,Media,0.0,No,10085.0
3035,168,6,2,20.0,Media,0.0,Sí,50756.0
3036,148,2,1,69.0,Alta,0.0,Sí,52483.0
3037,60,1,4,2.0,Alta,1.0,Sí,61734.0
3038,129,1,2,73.0,Media,0.0,Sí,54467.0
3039,121,4,4,20.0,Media,2.0,No,84763.0
3040,138,2,2,8.0,Media,3.0,No,39114.0
3041,158,4,3,25.0,Baja,0.0,Sí,70188.0
3042,142,5,1,78.0,Media,2.0,Sí,35606.0
3043,153,1,2,11.0,Media,,Sí,52760.0
3044,164,1,4,2.0,Alta,1.0,Sí,82743.0
3045,163,1,4,70.0,Media,0.0,No,49695.0
3046,102,6,3,56.0,Media,2.0,No,28723.0
3047,144,5,3,40.0,Baja,3.0,Sí,29461.0
3048,98,2,3,75.0,Baja,1.0,No,9142.0
3049,73,5,3,35.0,Baja,1.0,Sí,38899.0
3050,74,3,3,31.0,Alta,3.0,Sí,67289.0
3051,108,2,3,41.0,Media,0.0,No,55550.0
3052,139,5,4,36.0,Media,3.0,Sí,70240.0
3053,129,2,3,22.0,Media,3.0,No,-10157.0
3054,134,2,2,21.0,Baja,2.0,No,41984.0
3055,155,2,1,7.0,Media,3.0,Sí,32105.0
3056,89,1,2,9.0,Baja,1.0,Sí,16056.0
3057,103,4,2,12.0,Baja,3.0,No,18508.0
3058,97,3,4,2.0,Baja,1.0,No,55252.0
3059,143,4,3,34.0,Baja,1.0,Sí,59389.0
3060,107,1,2,21.0,Media,2.0,Sí,49724.0
3061,176,6,1,6.0,Baja,0.0,Sí,64378.0
3062,70,6,3,37.0,Alta,1.0,Sí,61665.0
3063,165,2,1,59.0,Alta,3.0,No,34488.0
3064,105,2,1,58.0,Baja,0.0,Sí,46386.0
3065,226,6,2,10.0,Baja,1.0,Sí,43127.0
3066,195,6,3,0.0,Alta,0.0,Sí,78417.0
3067,109,2,2,46.0,Media,0.0,No,60232.0
3068,168,4,2,40.0,Media,0.0,No,37248.0
3069,77,2,2,56.0,Baja,,No,23212.0
3070,104,3,4,30.0,Alta,2.0,No,71093.0
3071,58,1,2,6.0,Baja,2.0,No,41618.0
3072,112,4,2,41.0,Media,2.0,Sí,57962.0
3073,133,1,2,71.0,Media,1.0,No,-18881.0
3074,64,4,3,60.0,Baja,0.0,Sí,8533.0
3075,105,3,4,51.0,Alta,2.0,Sí,74263.0
3076,134,5,3,66.0,Alta,0.0,Sí,109861.0
3077,122,4,1,66.0,Alta,1.0,No,38962.0
3078,123,1,1,77.0,Alta,2.0,No,18676.0
3079,77,1,4,17.0,Baja,0.0,No,62049.0
3080,130,3,4,19.0,Alta,2.0,Sí,88013.0
3081,158,3,4,16.0,Baja,,No,43119.0
3082,129,1,4,73.0,Media,1.0,No,48716.0
3083,182,4,3,,Alta,,Sí,118467.0
3084,70,1,4,5.0,Alta,3.0,Sí,50038.0
3085,85,1,1,76.0,Alta,3.0,Sí,7293.0
3086,105,5,4,34.0,Alta,1.0,Sí,92178.0
3087,176,6,1,66.0,Alta,3.0,Sí,90153.0
3088,169,2,4,60.0,Media,2.0,No,52190.0
3089,150,3,3,43.0,Alta,,No,70460.0
3090,84,6,3,77.0,Baja,,No,44519.0
3091,15,3,4,5.0,Media,3.0,Sí,45157.0
3092,127,3,1,45.0,Media,,Sí,57377.0
3093,64,2,4,24.0,Media,2.0,Sí,54662.0
3094,95,2,2,24.0,Alta,0.0,Sí,31912.0
3095,122,2,4,36.0,Media,2.0,Sí,208149.0
3096,78,6,3,56.0,Baja,0.0,No,45844.0
3097,129,3,3,9.0,Baja,2.0,Sí,43066.0
3098,114,1,1,10.0,Alta,3.0,Sí,48725.0
3099,157,5,1,59.0,Alta,0.0,Sí,70723.0
3100,125,5,2,20.0,Media,1.0,Sí,55430.0
3101,247,6,2,38.0,Media,2.0,Sí,94982.0
3102,108,1,4,64.0,Media,1.0,No,22333.0
3103,70,3,3,30.0,Baja,0.0,Sí,54598.0
3104,38,1,2,65.0,Alta,2.0,No,-2924.0
3105,172,5,3,2.0,Media,0.0,No,41386.0
3106,105,6,1,73.0,Media,,Sí,12142.0
3107,181,6,4,11.0,Media,0.0,No,297852.0
3108,218,5,3,33.0,Media,0.0,No,37652.0
3109,147,4,4,17.0,Media,,Sí,99829.0
3110,120,5,4,20.0,Baja,3.0,No,54244.0
3111,125,2,4,43.0,Media,2.0,No,14205.0
3112,65,3,1,14.0,Media,2.0,No,48352.0
3113,164,4,3,3.0,Alta,1.0,Sí,97751.0
3114,87,1,1,60.0,Media,3.0,Sí,31052.0
3115,15,3,3,,Media,0.0,No,10049.0
3116,132,3,3,77.0,Media,1.0,No,26328.0
3117,147,1,3,79.0,Media,0.0,Sí,46273.0
3118,125,2,3,1.0,Alta,1.0,Sí,92274.0
3119,168,6,3,21.0,Media,0.0,No,38882.0
3120,95,6,4,64.0,Media,1.0,Sí,58296.0
3121,156,4,1,70.0,Media,3.0,Sí,18131.0
3122,126,5,4,27.0,Baja,1.0,Sí,66176.0
3123,130,6,4,64.0,Media,1.0,No,63730.0
3124,132,5,1,62.0,Media,3.0,No,43095.0
3125,123,6,2,67.0,Alta,0.0,Sí,87184.0
3126,166,1,2,8.0,Alta,1.0,Sí,30504.0
3127,150,4,3,74.0,Media,0.0,Sí,45296.0
3128,82,1,3,32.0,Media,2.0,Sí,26225.0
3129,142,4,3,24.0,Alta,2.0,Sí,67259.0
3130,144,2,1,14.0,Baja,0.0,No,-10213.0
3131,62,3,1,59.0,Media,0.0,No,31447.0
3132,88,3,1,61.0,Media,0.0,Sí,8479.0
3133,109,5,4,55.0,Baja,2.0,Sí,60479.0
3134,47,1,2,64.0,Alta,3.0,Sí,31664.0
3135,119,4,2,28.0,Media,1.0,No,43149.0
3136,94,6,3,25.0,Baja,0.0,No,19441.0
3137,141,3,3,76.0,Media,2.0,No,44676.0
3138,159,1,4,18.0,Media,0.0,No,57104.0
3139,233,5,3,43.0,Alta,0.0,Sí,74665.0
3140,128,5,4,65.0,Baja,2.0,Sí,59089.0
3141,96,3,1,12.0,Alta,3.0,No,65816.0
3142,105,2,2,59.0,Alta,1.0,No,13271.0
3143,157,2,2,8.0,Media,3.0,Sí,61826.0
3144,178,6,1,19.0,Alta,1.0,Sí,74357.0
3145,74,1,4,70.0,Media,1.0,No,24028.0
3146,116,4,4,46.0,Alta,3.0,No,106031.0
3147,86,4,2,68.0,Media,2.0,Sí,58887.0
3148,123,2,1,57.0,Media,2.0,No,34083.0
3149,73,2,2,0.0,Baja,1.0,Sí,25273.0
3150,133,4,1,20.0,Baja,2.0,No,52096.0
3151,116,6,1,3.0,Alta,3.0,No,81903.0
3152,170,5,2,46.0,Media,2.0,Sí,46346.0
3153,117,4,3,5.0,Alta,3.0,Sí,103342.0
3154,203,6,3,63.0,Baja,3.0,Sí,70254.0
3155,43,3,1,10.0,Alta,0.0,Sí,66776.0
3156,47,4,4,17.0,Alta,0.0,Sí,95178.0
3157,69,3,3,73.0,Media,0.0,Sí,7406.0
3158,89,3,2,35.0,Media,0.0,No,11381.0
3159,133,3,4,19.0,Alta,3.0,No,86867.0
3160,118,6,2,20.0,Alta,0.0,Sí,90041.0
3161,59,6,1,74.0,Media,1.0,Sí,11025.0
3162,179,5,4,14.0,Baja,3.0,No,37824.0
3163,144,2,4,46.0,Baja,0.0,Sí,21761.0
3164,122,5,4,24.0,Alta,0.0,Sí,87803.0
3165,162,6,4,42.0,Alta,1.0,Sí,119719.0
3166,149,1,1,40.0,Baja,2.0,Sí,41107.0
3167,127,5,4,15.0,Media,2.0,Sí,58555.0
3168,59,2,1,46.0,Baja,2.0,No,27488.0
3169,104,6,2,65.0,Baja,3.0,Sí,12333.0
3170,105,4,4,57.0,Media,1.0,Sí,73524.0
3171,136,4,2,61.0,Alta,2.0,Sí,62298.0
3172,154,1,2,35.0,Media,2.0,Sí,30108.0
3173,134,1,3,57.0,Alta,1.0,No,96003.0
3174,109,1,2,5.0,Media,0.0,Sí,12847.0
3175,91,6,2,53.0,Baja,2.0,No,48616.0
3176,113,5,4,9.0,Media,3.0,No,75167.0
3177,79,4,1,62.0,Media,3.0,No,41733.0
3178,103,3,2,,Media,,Sí,47894.0
3179,98,4,3,47.0,Alta,2.0,No,58945.0
3180,87,2,3,22.0,Baja,1.0,No,44977.0
3181,153,1,2,24.0,Alta,2.0,Sí,31505.0
3182,112,3,2,24.0,Media,1.0,Sí,57372.0
3183,112,4,2,41.0,Media,1.0,Sí,51202.0
3184,82,1,1,35.0,Baja,0.0,No,33816.0
3185,110,4,4,21.0,Alta,3.0,Sí,127602.0
3186,137,3,4,25.0,Media,3.0,No,76954.0
3187,73,4,4,79.0,Baja,2.0,No,31645.0
3188,183,2,2,37.0,Media,3.0,No,50583.0
3189,175,1,1,68.0,Alta,1.0,No,-23504.0
3190,106,2,3,21.0,Baja,3.0,No,42706.0
3191,113,5,3,59.0,Alta,3.0,No,82103.0
3192,134,1,4,75.0,Media,3.0,Sí,80970.0
3193,155,4,3,50.0,Media,2.0,Sí,30455.0
3194,80,1,1,14.0,Baja,2.0,No,23932.0
3195,20,1,3,4.0,Media,2.0,Sí,49504.0
3196,100,5,1,5.0,Media,2.0,No,60872.0
3197,65,6,4,,Media,1.0,No,64605.0
3198,109,4,4,35.0,Baja,3.0,Sí,76971.0
3199,126,1,4,48.0,Media,1.0,Sí,68665.0
3200,234,1,4,60.0,Alta,1.0,Sí,61567.0
3201,147,1,4,41.0,Media,0.0,Sí,55608.0
3202,147,4,3,2.0,Alta,2.0,No,63610.0
3203,117,1,3,79.0,Alta,3.0,No,38645.0
3204,155,3,2,66.0,Media,0.0,No,32136.0
3205,150,5,3,46.0,Media,2.0,Sí,56305.0
3206,65,3,3,6.0,Media,0.0,No,70356.0
3207,90,5,4,24.0,Alta,2.0,Sí,116514.0
3208,138,6,3,77.0,Media,0.0,No,38277.0
3209,87,2,2,53.0,Media,3.0,Sí,52533.0
3210,56,2,3,5.0,Media,0.0,Sí,80670.0
3211,108,1,4,4.0,Alta,2.0,Sí,86725.0
3212,133,2,4,59.0,Baja,2.0,Sí,17164.0
3213,177,5,3,50.0,Media,3.0,No,-3147.0
3214,78,4,3,28.0,Media,0.0,Sí,55002.0
3215,132,2,4,19.0,Alta,1.0,Sí,61721.0
3216,166,1,4,,Alta,3.0,Sí,65756.0
3217,95,2,3,76.0,Media,2.0,No,-11466.0
3218,103,1,3,29.0,Media,1.0,Sí,34629.0
3219,45,2,3,20.0,Alta,2.0,Sí,73516.0
3220,51,6,1,26.0,Alta,0.0,No,26542.0
3221,163,2,4,8.0,Media,2.0,No,62881.0
3222,124,3,1,48.0,Alta,2.0,No,52615.0
3223,120,5,1,22.0,Media,,Sí,42494.0
3224,73,2,3,39.0,Baja,2.0,Sí,51562.0
3225,222,2,3,64.0,Media,0.0,Sí,40195.0
3226,69,4,2,6.0,Media,2.0,No,59537.0
3227,53,4,2,24.0,Media,3.0,No,73782.0
3228,140,3,1,8.0,Alta,0.0,No,64808.0
3229,163,4,4,,Media,0.0,Sí,51757.0
3230,110,6,1,31.0,Alta,1.0,Sí,44533.0
3231,126,5,2,21.0,Alta,3.0,Sí,94881.0
3232,154,6,3,79.0,Baja,1.0,Sí,50519.0
3233,100,2,3,62.0,Media,3.0,Sí,18583.0
3234,75,3,3,63.0,Media,2.0,Sí,30973.0
3235,73,5,3,78.0,Alta,3.0,No,67325.0
3236,104,4,3,30.0,Media,1.0,No,28326.0
3237,64,2,2,72.0,Baja,1.0,Sí,-10456.0
3238,142,1,1,66.0,Alta,0.0,Sí,21769.0
3239,117,6,4,53.0,Baja,3.0,Sí,36203.0
3240,114,1,2,43.0,Baja,3.0,No,-9352.0
3241,124,3,4,42.0,Alta,2.0,Sí,59204.0
3242,121,1,2,74.0,Media,1.0,Sí,-9876.0
3243,138,4,3,27.0,Alta,3.0,Sí,95084.0
3244,164,1,4,10.0,Alta,2.0,Sí,116978.0
3245,120,6,3,42.0,Baja,3.0,Sí,68176.0
3246,136,1,1,73.0,Media,1.0,No,-792.0
3247,97,2,1,22.0,Alta,1.0,Sí,66090.0
3248,181,2,3,74.0,Media,1.0,No,238271.0
3249,105,4,4,5.0,Media,3.0,No,38167.0
3250,94,1,3,76.0,Media,3.0,Sí,17317.0
3251,118,6,4,43.0,Alta,2.0,Sí,71839.0
3252,22,3,2,66.0,Alta,0.0,No,83956.0
3253,80,2,3,3.0,Baja,3.0,No,27370.0
3254,33,3,1,5.0,Media,0.0,Sí,-2278.0
3255,185,6,3,64.0,Alta,1.0,Sí,53073.0
3256,157,3,3,41.0,Alta,3.0,No,31616.0
3257,104,2,1,50.0,Baja,3.0,No,17540.0
3258,56,6,4,34.0,Media,1.0,Sí,50276.0
3259,112,4,3,58.0,Alta,3.0,Sí,49064.0
3260,151,6,2,56.0,Alta,1.0,Sí,96736.0
3261,82,1,3,62.0,Media,2.0,No,27978.0
3262,118,1,2,19.0,Alta,0.0,Sí,46778.0
3263,87,3,2,9.0,Media,3.0,Sí,19558.0
3264,204,4,3,50.0,Alta,3.0,Sí,75294.0
3265,136,6,2,13.0,Baja,0.0,No,24819.0
3266,140,6,4,57.0,Baja,0.0,Sí,55465.0
3267,141,2,1,54.0,Baja,1.0,Sí,4782.0
3268,84,2,3,58.0,Baja,1.0,Sí,46668.0
3269,142,5,2,46.0,Media,1.0,Sí,68642.0
3270,119,4,1,49.0,Alta,3.0,Sí,85845.0
3271,97,4,2,77.0,Alta,3.0,Sí,58987.0
3272,132,1,3,24.0,Alta,3.0,Sí,77334.0
3273,119,5,1,60.0,Baja,2.0,No,-16999.0
3274,153,5,2,51.0,Baja,3.0,Sí,49084.0
3275,169,5,4,26.0,Media,3.0,Sí,86836.0
3276,71,6,1,4.0,Alta,1.0,No,70016.0
3277,133,6,3,25.0,Media,0.0,Sí,56223.0
3278,98,5,4,41.0,Baja,2.0,No,37502.0
3279,104,5,2,45.0,Media,0.0,No,72253.0
3280,199,1,2,72.0,Baja,3.0,Sí,12895.0
3281,134,6,1,43.0,Media,1.0,Sí,50214.0
3282,123,3,2,68.0,Alta,3.0,Sí,77341.0
3283,145,2,1,6.0,Alta,1.0,No,56670.0
3284,110,3,4,42.0,Alta,0.0,No,87961.0
3285,156,5,1,30.0,Baja,3.0,Sí,40157.0
3286,166,5,2,22.0,Baja,2.0,No,28512.0
3287,67,2,4,76.0,Media,0.0,No,-9958.0
3288,192,3,3,79.0,Baja,1.0,Sí,56431.0
3289,122,1,3,62.0,Media,3.0,Sí,26997.0
3290,109,6,2,49.0,Media,0.0,Sí,32431.0
3291,137,5,3,48.0,Media,1.0,Sí,67241.0
3292,134,6,4,28.0,Alta,2.0,Sí,95686.0
3293,87,5,2,66.0,Baja,0.0,Sí,28939.0
3294,89,3,4,54.0,Media,2.0,Sí,38789.0
3295,32,1,1,71.0,Alta,0.0,Sí,59256.0
3296,191,3,4,69.0,Media,0.0,Sí,86060.0
3297,39,1,2,7.0,Media,1.0,Sí,29921.0
3298,189,2,2,23.0,Media,3.0,Sí,43356.0
3299,122,5,2,53.0,Alta,2.0,No,72322.0
3300,174,6,1,23.0,Media,1.0,Sí,62579.0
3301,136,4,1,33.0,Media,2.0,No,25556.0
3302,175,1,1,22.0,Media,1.0,Sí,39553.0
3303,154,6,2,26.0,Alta,3.0,No,48668.0
3304,69,2,4,65.0,Media,3.0,Sí,35755.0
3305,156,1,4,66.0,Media,3.0,No,29121.0
3306,137,5,4,37.0,Alta,2.0,No,93397.0
3307,68,5,2,60.0,Media,1.0,No,71972.0
3308,77,1,3,6.0,Alta,2.0,No,53714.0
3309,140,6,3,18.0,Media,0.0,Sí,52746.0
3310,170,6,4,17.0,Alta,1.0,Sí,69731.0
3311,119,5,2,55.0,Baja,2.0,Sí,44744.0
3312,94,6,3,6.0,Alta,3.0,No,51226.0
3313,116,4,3,65.0,Alta,0.0,No,31922.0
3314,172,3,3,66.0,Media,1.0,No,136273.0
3315,123,4,4,71.0,Media,,Sí,60904.0
3316,82,2,4,66.0,Media,0.0,Sí,3131.0
3317,127,6,2,46.0,Media,3.0,Sí,66034.0
3318,154,3,2,39.0,Baja,3.0,No,22296.0
3319,193,5,4,6.0,Alta,,Sí,108737.0
3320,101,4,2,59.0,Alta,0.0,No,89495.0
3321,101,2,4,11.0,Baja,2.0,Sí,50656.0
3322,62,4,4,53.0,Media,0.0,Sí,31394.0
3323,28,6,1,,Media,3.0,No,77074.0
3324,113,2,4,60.0,Alta,0.0,No,41502.0
3325,148,3,3,23.0,Alta,1.0,No,109234.0
3326,121,3,2,26.0,Alta,3.0,No,65153.0
3327,80,4,2,,Media,2.0,No,55410.0
3328,130,2,3,42.0,Media,0.0,Sí,80656.0
3329,190,5,1,78.0,Baja,2.0,No,70406.0
3330,90,4,2,41.0,Alta,0.0,Sí,77645.0
3331,183,5,4,,Media,2.0,No,60354.0
3332,183,4,2,,Media,1.0,Sí,47869.0
3333,149,3,4,39.0,Baja,1.0,No,72291.0
3334,113,4,2,33.0,Media,1.0,Sí,40890.0
3335,76,4,1,29.0,Baja,2.0,Sí,-3938.0
3336,119,2,4,30.0,Baja,3.0,No,33559.0
3337,93,2,3,53.0,Baja,0.0,Sí,43680.0
3338,58,5,1,3.0,Media,0.0,No,81456.0
3339,120,3,3,48.0,Alta,1.0,Sí,82504.0
3340,175,3,4,23.0,Alta,1.0,No,45199.0
3341,82,5,2,29.0,Alta,1.0,Sí,69716.0
3342,106,5,4,54.0,Media,0.0,Sí,65364.0
3343,112,4,1,70.0,Media,1.0,No,45361.0
3344,24,1,4,75.0,Alta,1.0,Sí,20189.0
3345,50,3,1,53.0,Media,1.0,Sí,51000.0
3346,105,6,3,79.0,Baja,1.0,No,8706.0
3347,86,5,4,74.0,Alta,2.0,No,49584.0
3348,149,6,1,22.0,Alta,3.0,Sí,76226.0
3349,111,4,4,50.0,Baja,0.0,Sí,57741.0
3350,91,4,1,12.0,Alta,2.0,No,79976.0
3351,27,6,1,35.0,Media,3.0,No,27068.0
3352,135,1,3,74.0,Media,1.0,No,5146.0
3353,167,3,2,23.0,Alta,1.0,Sí,82468.0
3354,53,1,3,31.0,Media,2.0,Sí,40434.0
3355,148,3,1,46.0,Media,2.0,Sí,49870.0
3356,147,4,2,6.0,Baja,2.0,Sí,20702.0
3357,113,3,1,65.0,Baja,1.0,Sí,22627.0
3358,91,4,2,1.0,Media,2.0,No,22541.0
3359,108,1,1,50.0,Alta,1.0,Sí,51893.0
3360,118,1,4,68.0,Media,1.0,No,59871.0
3361,189,5,1,78.0,Media,2.0,No,14997.0
3362,118,4,4,31.0,Media,1.0,Sí,26600.0
3363,209,3,3,72.0,Alta,2.0,Sí,22909.0
3364,73,6,3,47.0,Media,3.0,Sí,66424.0
3365,41,6,1,54.0,Baja,1.0,No,22575.0
3366,161,3,3,74.0,Baja,1.0,No,72606.0
3367,56,1,2,36.0,Baja,0.0,No,38289.0
3368,152,3,1,34.0,Media,1.0,No,6100.0
3369,122,4,1,35.0,Media,1.0,Sí,75370.0
3370,127,1,2,62.0,Alta,1.0,No,60501.0
3371,97,1,1,2.0,Alta,2.0,No,25507.0
3372,57,2,1,46.0,Alta,3.0,Sí,43554.0
3373,106,6,1,68.0,Alta,0.0,Sí,47367.0
3374,84,1,4,57.0,Media,0.0,No,63907.0
3375,171,2,1,6.0,Alta,0.0,No,22189.0
3376,81,3,4,11.0,Media,2.0,No,39478.0
3377,115,3,4,18.0,Baja,2.0,No,38644.0
3378,65,5,2,37.0,Baja,3.0,Sí,43207.0
3379,69,5,1,7.0,Media,2.0,No,84602.0
3380,149,4,3,1.0,Alta,2.0,No,78287.0
3381,78,4,1,7.0,Alta,3.0,No,72851.0
3382,138,1,3,33.0,Baja,3.0,No,5908.0
3383,122,2,1,32.0,Media,0.0,No,29203.0
3384,166,4,2,74.0,Alta,0.0,Sí,41404.0
3385,-10,5,1,1.0,Media,1.0,Sí,17246.0
3386,147,1,4,9.0,Media,0.0,No,43725.0
3387,89,4,2,69.0,Media,2.0,Sí,18380.0
3388,166,2,1,36.0,Media,3.0,Sí,21320.0
3389,242,5,2,39.0,Alta,1.0,Sí,80768.0
3390,104,4,4,9.0,Alta,2.0,Sí,89868.0
3391,91,4,1,38.0,Media,1.0,No,57378.0
3392,126,1,2,16.0,Baja,1.0,Sí,34356.0
3393,169,3,1,57.0,Media,1.0,No,29847.0
3394,121,1,4,73.0,Media,0.0,No,38552.0
3395,78,1,2,11.0,Media,1.0,Sí,65259.0
3396,78,2,1,5.0,Alta,1.0,No,70945.0
3397,143,2,2,59.0,Alta,0.0,Sí,48412.0
3398,89,5,4,45.0,Baja,2.0,No,39843.0
3399,193,6,3,6.0,Alta,0.0,No,99516.0
3400,96,6,3,,Media,1.0,Sí,82874.0
3401,91,4,2,77.0,Media,0.0,No,69593.0
3402,81,6,3,8.0,Baja,1.0,Sí,63345.0
3403,92,5,4,17.0,Baja,2.0,Sí,103584.0
3404,120,5,4,,Media,2.0,No,62072.0
3405,172,6,2,79.0,Media,1.0,Sí,12548.0
3406,119,2,1,52.0,Media,1.0,Sí,43358.0
3407,147,1,4,57.0,Media,1.0,No,42818.0
3408,162,4,3,20.0,Baja,0.0,Sí,48279.0
3409,111,4,1,15.0,Media,2.0,Sí,60464.0
3410,111,4,4,74.0,Baja,0.0,Sí,55991.0
3411,175,6,1,6.0,Media,2.0,Sí,90465.0
3412,130,2,2,15.0,Media,1.0,No,55947.0
3413,140,6,3,38.0,Alta,2.0,Sí,83538.0
3414,128,1,1,0.0,Baja,,No,50832.0
3415,101,5,1,48.0,Media,0.0,Sí,33655.0
3416,132,2,1,76.0,Media,0.0,No,-18833.0
3417,66,5,4,27.0,Baja,3.0,No,62851.0
3418,86,4,4,71.0,Alta,1.0,No,74303.0
3419,107,3,3,7.0,Alta,1.0,Sí,31919.0
3420,138,6,1,25.0,Baja,2.0,Sí,34179.0
3421,158,1,3,58.0,Media,3.0,Sí,45430.0
3422,149,2,4,34.0,Media,2.0,Sí,61725.0
3423,46,1,2,41.0,Media,0.0,No,57201.0
3424,84,3,2,48.0,Alta,3.0,No,52630.0
3425,145,5,4,2.0,Media,3.0,Sí,70938.0
3426,87,3,3,20.0,Baja,0.0,No,49791.0
3427,52,5,2,61.0,Baja,0.0,Sí,36602.0
3428,167,5,3,46.0,Media,1.0,No,34169.0
3429,87,3,2,17.0,Media,3.0,Sí,64181.0
3430,88,1,2,22.0,Alta,2.0,Sí,53181.0
3431,112,5,1,45.0,Media,1.0,Sí,40081.0
3432,130,6,2,13.0,Media,3.0,No,49823.0
3433,159,1,2,62.0,Baja,3.0,No,2437.0
3434,174,6,4,1.0,Media,3.0,No,62256.0
3435,102,1,2,27.0,Media,0.0,No,64568.0
3436,90,3,1,76.0,Baja,1.0,No,26056.0
3437,125,3,1,63.0,Media,2.0,Sí,53828.0
3438,185,5,1,11.0,Alta,1.0,Sí,63305.0
3439,54,5,4,32.0,Media,,No,79410.0
3440,121,2,3,,Media,0.0,No,19437.0
3441,193,2,3,42.0,Alta,0.0,No,52807.0
3442,89,1,2,49.0,Baja,2.0,No,-18067.0
3443,106,6,4,79.0,Media,1.0,Sí,74662.0
3444,179,2,1,10.0,Alta,3.0,No,88634.0
3445,92,3,3,1.0,Media,,Sí,54310.0
3446,134,3,3,8.0,Media,0.0,Sí,74288.0
3447,123,4,3,29.0,Media,1.0,Sí,23604.0
3448,147,1,3,76.0,Media,0.0,Sí,5586.0
3449,116,3,2,45.0,Media,0.0,Sí,38939.0
3450,96,5,3,,Baja,2.0,Sí,53529.0
