Student_ID,Hours_Studied,Attendance_Rate,Assignments_Completed,Midterm_Score,Final_Score,Project_Score,Participation_Score
4975,40,66,7,33,71,58,6
4976,24,59,9,7,9,99,9
4977,9,59,9,30,69,10,0
4978,21,89,4,55,92,12,1
4979,3,61,2,36,31,68,2
4980,28,70,1,6,98,41,1
4981,37,69,3,6,28,43,6
4982,29,94,8,35,49,71,8
4983,35,97,2,87,77,94,2
4984,25,63,1,90,76,70,1
4985,21,78,9,80,17,5,0
4986,5,94,2,59,44,24,1
4987,33,62,10,25,23,71,2
4988,13,72,6,32,69,15,7
4989,21,92,6,96,58,89,8
4990,14,93,5,35,33,23,9
4991,34,97,9,54,44,95,10
4992,2,84,7,12,35,60,10
4993,15,50,7,72,34,72,4
4994,29,77,3,26,93,46,10
4995,39,53,7,82,33,84,6
4996,15,69,2,37,67,96,10
4997,16,89,1,2,96,45,1
4998,34,76,1,9,85,74,7
4999,1,91,2,1,94,57,6
5000,12,97,0,22,25,72,0
